Age,Education,Marital_Status,Income,Kidhome,Teenhome,AmntWines,AmntFruits,AmntMeatProducts,AmntFishProducts,AmntSweetProducts,AmntGoldProds,Country,Income_groups,age_range,AmntAll,ClusterId
43,Graduation,Married,71427,2,0,212,123,177,15,64,23,USA,60k-80k,35-45,614,3
37,Graduation,Together,26646,1,0,11,4,20,10,3,5,USA,20k-40k,35-45,53,0
47,Graduation,Divorced,19346,1,0,2,0,9,3,6,2,CAN,0-20k,45-55,22,0
46,Graduation,Single,56243,1,2,347,0,35,4,3,7,USA,40k-60k,45-55,396,3
51,PhD,Married,59892,0,1,73,0,13,0,1,0,CAN,40k-60k,45-55,87,3
56,Graduation,Together,71613,0,0,426,49,127,111,21,42,USA,60k-80k,55-65,776,3
35,Graduation,Married,25252,1,0,1,3,4,2,2,6,AUS,20k-40k,25-35,18,0
46,Graduation,Single,42160,1,1,48,9,45,3,15,20,RUS,40k-60k,45-55,140,1
42,Basic,Single,15862,1,0,1,1,4,11,9,10,RUS,0-20k,35-45,36,0
47,Master,Married,82584,0,0,1076,68,103,29,91,68,RUS,80k-100k,45-55,1435,2
32,Graduation,Married,38360,1,0,36,2,42,20,21,10,AUS,20k-40k,25-35,131,1
64,PhD,Married,75283,1,2,733,9,180,12,19,66,ZAF,60k-80k,55-65,1019,2
65,Master,Together,34941,1,1,39,2,25,4,3,24,AUS,20k-40k,55-65,97,1
69,Graduation,Single,61823,0,1,523,7,134,37,14,169,AUS,60k-80k,65+,884,3
65,Master,Married,90226,0,0,1083,108,649,253,151,108,ZAF,80k-100k,55-65,2352,2
47,Graduation,Married,44989,0,1,98,0,106,49,10,106,RUS,40k-60k,45-55,369,1
47,Graduation,Married,44989,0,1,98,0,106,49,10,106,RUS,40k-60k,45-55,369,1
41,Graduation,Married,43586,0,1,99,2,11,4,0,16,DEU,40k-60k,35-45,132,1
47,Graduation,Single,32233,1,0,138,15,35,25,11,72,RUS,20k-40k,45-55,296,0
52,Graduation,Together,62882,0,1,509,133,497,78,24,97,AUS,60k-80k,45-55,1338,3
58,Master,Together,57288,0,1,527,0,21,0,0,60,CAN,40k-60k,55-65,608,3
40,2n Cycle,Together,75774,1,0,340,21,134,258,14,56,ZAF,60k-80k,35-45,823,2
40,2n Cycle,Together,75774,1,0,340,21,134,258,14,56,RUS,60k-80k,35-45,823,2
33,Master,Single,90247,0,0,1184,32,352,21,16,16,USA,80k-100k,25-35,1621,2
61,2n Cycle,Single,32218,0,0,10,24,15,13,1,30,RUS,20k-40k,55-65,93,0
33,Graduation,Married,84219,0,0,434,137,400,45,137,45,ZAF,80k-100k,25-35,1198,2
33,Graduation,Married,84219,0,0,434,137,400,45,137,45,CAN,80k-100k,25-35,1198,2
55,Graduation,Divorced,48877,0,1,102,1,15,2,0,24,RUS,40k-60k,45-55,144,1
71,Graduation,Together,60905,0,1,208,17,76,36,17,38,USA,60k-80k,65+,392,3
57,Graduation,Married,75236,0,1,438,66,400,12,38,114,RUS,60k-80k,55-65,1068,2
68,Graduation,Divorced,62551,0,0,125,16,98,134,21,27,IND,60k-80k,65+,421,3
38,PhD,Together,70123,0,0,1308,0,396,23,0,0,IND,60k-80k,35-45,1727,3
59,Graduation,Single,50785,1,1,64,1,21,0,1,27,CAN,40k-60k,55-65,114,1
51,2n Cycle,Married,15315,0,0,7,4,13,15,8,17,RUS,0-20k,45-55,64,0
51,2n Cycle,Married,15315,0,0,7,4,13,15,8,17,RUS,0-20k,45-55,64,0
51,PhD,Together,64413,0,1,200,5,44,0,10,20,RUS,60k-80k,45-55,279,3
40,PhD,Married,87171,0,0,1001,44,107,58,44,44,RUS,80k-100k,35-45,1298,2
60,Graduation,Single,30081,0,1,36,0,2,0,0,4,RUS,20k-40k,55-65,42,0
45,Graduation,Single,20180,0,0,18,42,24,15,20,18,RUS,20k-40k,35-45,137,0
45,Graduation,Single,20180,0,0,18,42,24,15,20,18,RUS,20k-40k,35-45,137,0
55,Graduation,Divorced,55686,0,1,673,0,199,37,47,26,RUS,40k-60k,45-55,982,3
62,2n Cycle,Married,26887,0,1,6,7,4,3,4,6,RUS,20k-40k,55-65,30,0
44,PhD,Married,61996,0,1,1050,12,144,0,0,24,RUS,60k-80k,35-45,1230,3
69,Graduation,Divorced,51537,0,1,787,20,204,0,0,92,ZAF,40k-60k,65+,1103,1
59,Graduation,Together,72025,0,0,833,33,549,151,133,233,RUS,60k-80k,55-65,1932,3
50,Master,Together,30538,1,0,284,0,52,8,3,20,RUS,20k-40k,45-55,367,0
30,2n Cycle,Single,61618,0,0,605,91,399,0,45,205,IND,60k-80k,25-35,1345,3
56,Graduation,Married,77343,0,0,227,151,573,98,54,31,CAN,60k-80k,55-65,1134,2
32,Graduation,Married,75433,1,0,800,0,297,0,34,57,RUS,60k-80k,25-35,1188,2
59,PhD,Widow,82571,0,0,861,31,558,62,95,79,RUS,80k-100k,55-65,1686,2
67,Master,Together,60033,0,1,62,1,57,19,11,48,RUS,60k-80k,65+,198,3
38,Graduation,Single,39062,1,0,23,0,9,0,0,12,RUS,20k-40k,35-45,44,1
49,Graduation,Married,30023,1,0,11,0,16,7,6,21,RUS,20k-40k,45-55,61,0
51,Graduation,Single,30015,1,0,25,0,22,2,3,5,RUS,20k-40k,45-55,57,0
41,Graduation,Married,33228,1,0,22,2,31,7,4,5,RUS,20k-40k,35-45,71,0
54,Graduation,Married,22574,2,1,25,0,8,2,0,2,RUS,20k-40k,45-55,37,0
54,Graduation,Married,22574,2,1,25,0,8,2,0,2,RUS,20k-40k,45-55,37,0
64,Graduation,Married,55267,0,1,161,28,136,32,3,45,CAN,40k-60k,55-65,405,3
63,Graduation,Together,66886,0,1,315,4,62,41,31,146,RUS,60k-80k,55-65,599,3
50,Graduation,Single,72258,0,1,522,0,522,227,120,134,CAN,60k-80k,45-55,1525,3
37,PhD,Single,82733,0,0,712,50,420,65,38,38,RUS,80k-100k,35-45,1323,2
58,Graduation,Divorced,45146,1,1,33,0,5,0,0,15,IND,40k-60k,55-65,53,1
31,2n Cycle,Single,51250,1,0,342,32,230,34,32,40,ZAF,40k-60k,25-35,710,1
70,Graduation,Married,32871,1,1,22,2,12,0,2,5,USA,20k-40k,65+,43,0
43,2n Cycle,Together,63855,0,0,359,35,314,93,116,89,DEU,60k-80k,35-45,1006,3
53,PhD,Divorced,42564,0,1,324,48,186,39,18,198,CAN,40k-60k,45-55,813,1
49,2n Cycle,Together,46344,0,1,233,20,57,8,20,91,CAN,40k-60k,45-55,429,1
58,Graduation,Married,50437,0,2,370,9,92,6,9,4,RUS,40k-60k,55-65,490,1
61,Graduation,Together,70971,0,1,1001,17,572,93,125,17,RUS,60k-80k,55-65,1825,3
44,Graduation,Single,37774,2,0,173,8,107,7,2,176,RUS,20k-40k,35-45,473,1
58,PhD,Married,4023,1,1,5,0,1,1,1,1,RUS,0-20k,55-65,9,0
55,Graduation,Single,33279,0,0,10,3,3,0,0,0,RUS,20k-40k,45-55,16,0
43,Graduation,Married,42693,1,0,8,4,20,6,3,16,RUS,40k-60k,35-45,57,1
69,Master,Together,70545,0,1,138,39,63,55,18,21,AUS,60k-80k,65+,334,3
64,Graduation,Widow,65486,0,1,245,19,125,37,67,14,AUS,60k-80k,55-65,507,3
40,Master,Together,77882,0,0,68,129,396,188,22,15,ZAF,60k-80k,35-45,818,2
61,Graduation,Together,78468,0,0,434,22,388,104,22,34,USA,60k-80k,55-65,1004,2
58,Graduation,Together,77226,0,1,631,43,239,128,76,21,RUS,60k-80k,55-65,1138,2
30,Master,Single,90638,0,0,1156,120,915,94,144,96,RUS,80k-100k,25-35,2525,2
30,Master,Single,90638,0,0,1156,120,915,94,144,96,ZAF,80k-100k,25-35,2525,2
73,Graduation,Together,70666,0,0,398,40,367,119,122,30,AUS,60k-80k,65+,1076,3
62,2n Cycle,Divorced,59052,0,1,230,35,75,63,57,31,ZAF,40k-60k,55-65,491,3
69,Basic,Together,13084,0,0,2,0,7,3,7,10,USA,0-20k,65+,29,0
72,Graduation,Divorced,49160,0,1,122,21,43,25,10,15,RUS,40k-60k,65+,236,1
68,Graduation,Divorced,23272,0,0,19,3,6,4,2,12,RUS,20k-40k,65+,46,0
58,Master,Divorced,49476,0,1,386,23,95,54,41,196,CAN,40k-60k,55-65,795,1
56,Master,Married,62694,1,1,379,6,157,25,91,91,RUS,60k-80k,55-65,749,3
48,PhD,Together,57906,0,1,243,11,119,10,3,15,IND,40k-60k,45-55,401,3
39,Graduation,Together,71853,0,0,358,108,413,141,97,32,RUS,60k-80k,35-45,1149,3
39,Graduation,Together,71853,0,0,358,108,413,141,97,32,RUS,60k-80k,35-45,1149,3
62,Graduation,Married,65031,0,1,258,107,291,84,37,86,DEU,60k-80k,55-65,863,3
61,Graduation,Together,30507,0,0,65,36,74,38,20,110,RUS,20k-40k,55-65,343,0
51,Graduation,Together,67419,0,1,846,84,352,91,56,42,CAN,60k-80k,45-55,1471,3
71,Graduation,Married,59462,0,1,724,17,143,0,8,196,USA,40k-60k,65+,1088,3
27,Graduation,Single,95529,0,0,770,29,890,250,27,24,ZAF,80k-100k,25-35,1990,2
68,Graduation,Widow,53653,0,0,815,10,239,28,10,108,RUS,40k-60k,65+,1210,3
41,Basic,Married,25965,0,0,2,2,11,41,7,11,RUS,20k-40k,35-45,74,0
51,Graduation,Married,22979,1,0,16,17,19,20,21,22,RUS,20k-40k,45-55,115,0
70,PhD,Single,64950,0,1,819,0,72,12,0,63,ZAF,60k-80k,65+,966,3
36,Graduation,Married,44322,1,0,46,0,40,3,0,3,ZAF,40k-60k,35-45,92,1
38,Graduation,Married,30096,1,0,5,3,11,12,5,9,DEU,20k-40k,35-45,45,0
38,Graduation,Married,30096,1,0,5,3,11,12,5,9,RUS,20k-40k,35-45,45,0
44,Graduation,Single,56628,0,1,479,5,82,7,17,171,CAN,40k-60k,35-45,761,3
44,2n Cycle,Together,82326,0,0,938,142,754,159,81,183,RUS,80k-100k,35-45,2257,2
26,Graduation,Single,71163,0,0,283,17,372,138,106,44,DEU,60k-80k,25-35,960,3
43,Graduation,Divorced,71022,0,1,909,12,278,0,12,242,USA,60k-80k,35-45,1453,3
67,2n Cycle,Single,42607,0,1,156,29,56,30,32,47,ZAF,40k-60k,65+,350,1
46,Graduation,Married,43057,0,1,213,2,44,0,2,5,RUS,40k-60k,45-55,266,1
46,Master,Married,47808,0,1,123,1,26,2,0,72,RUS,40k-60k,45-55,224,1
34,Graduation,Single,29236,1,0,37,4,24,16,9,9,RUS,20k-40k,25-35,99,0
52,Graduation,Widow,40590,1,1,154,0,50,6,11,37,CAN,40k-60k,45-55,258,1
52,Graduation,Widow,40590,1,1,154,0,50,6,11,37,CAN,40k-60k,45-55,258,1
62,Master,Married,77520,0,1,940,44,396,0,88,58,RUS,60k-80k,55-65,1526,2
40,Graduation,Married,40211,1,1,51,1,7,2,1,25,RUS,40k-60k,35-45,87,1
48,PhD,Together,63516,1,1,141,11,114,15,14,5,CAN,60k-80k,45-55,300,3
47,Graduation,Divorced,53034,1,1,160,15,196,15,11,50,USA,40k-60k,45-55,447,1
46,Master,Together,22669,1,0,16,14,36,37,22,48,RUS,20k-40k,45-55,173,0
39,Graduation,Married,79908,0,0,557,129,761,29,185,111,RUS,60k-80k,35-45,1772,2
35,PhD,Single,69867,0,0,196,0,512,33,130,54,ZAF,60k-80k,25-35,925,3
55,Graduation,Divorced,70287,0,0,295,35,482,121,120,40,AUS,60k-80k,45-55,1093,3
55,Graduation,Single,37070,1,1,231,7,137,4,15,39,ZAF,20k-40k,45-55,433,1
55,Graduation,Single,37070,1,1,231,7,137,4,15,39,RUS,20k-40k,45-55,433,1
55,Master,Married,38179,1,1,38,4,22,4,2,20,ZAF,20k-40k,45-55,90,1
38,Graduation,Married,39922,1,0,29,12,59,19,1,36,IND,20k-40k,35-45,156,1
38,Graduation,Married,39922,1,0,29,12,59,19,1,36,DEU,20k-40k,35-45,156,1
38,Graduation,Married,39922,1,0,29,12,59,19,1,36,ZAF,20k-40k,35-45,156,1
58,Master,Single,64191,0,1,420,15,186,151,38,15,RUS,60k-80k,55-65,825,3
46,2n Cycle,Single,41658,1,1,8,4,12,15,4,29,AUS,40k-60k,45-55,72,1
45,Graduation,Divorced,40780,0,1,229,27,71,13,3,34,CAN,40k-60k,35-45,377,1
42,Graduation,Together,77568,0,1,1230,0,396,232,178,158,RUS,60k-80k,35-45,2194,2
36,Graduation,Single,66503,1,0,91,64,128,65,3,50,RUS,60k-80k,35-45,401,3
35,Graduation,Married,83512,0,0,1060,61,835,80,20,101,RUS,80k-100k,25-35,2157,2
57,PhD,Married,31686,1,1,11,0,5,0,0,1,ZAF,20k-40k,55-65,17,0
45,Graduation,Together,71322,0,1,121,24,124,24,15,42,AUS,60k-80k,35-45,350,3
33,Graduation,Single,27938,1,0,13,0,8,2,1,5,AUS,20k-40k,25-35,29,0
70,Graduation,Divorced,22263,1,1,17,0,2,0,0,2,RUS,20k-40k,65+,21,0
65,Graduation,Together,34633,2,1,8,1,5,0,0,1,ZAF,20k-40k,55-65,15,1
40,Graduation,Together,42162,1,0,46,7,59,2,4,27,RUS,40k-60k,35-45,145,1
45,PhD,Together,162397,1,1,85,1,16,2,1,2,RUS,100k-200k,35-45,107,2
43,Graduation,Widow,54162,1,1,5,6,10,6,5,10,RUS,40k-60k,35-45,42,3
66,2n Cycle,Divorced,41769,0,1,302,29,131,32,0,27,IND,40k-60k,65+,521,1
40,PhD,Together,44953,0,0,728,17,133,11,8,124,DEU,40k-60k,35-45,1021,1
43,PhD,Married,37717,1,0,9,0,6,4,1,5,ZAF,20k-40k,35-45,25,1
43,PhD,Married,37717,1,0,9,0,6,4,1,5,RUS,20k-40k,35-45,25,1
51,Graduation,Together,40548,0,1,110,0,5,2,0,3,AUS,40k-60k,45-55,120,1
46,2n Cycle,Divorced,67893,0,1,711,28,142,49,18,47,ZAF,60k-80k,45-55,995,3
68,Graduation,Single,69267,0,0,778,44,499,95,73,146,ZAF,60k-80k,65+,1635,3
45,Basic,Divorced,9548,1,0,0,1,3,10,6,9,CAN,0-20k,35-45,29,0
63,Graduation,Single,68281,0,0,995,112,417,42,48,41,RUS,60k-80k,55-65,1655,3
61,2n Cycle,Together,92556,0,0,493,183,352,184,23,28,RUS,80k-100k,55-65,1263,2
42,Graduation,Single,48526,1,0,23,17,23,43,20,9,RUS,40k-60k,35-45,135,1
30,Graduation,Single,90273,0,0,704,129,853,120,74,111,RUS,80k-100k,25-35,1991,2
40,2n Cycle,Together,19414,1,0,2,3,12,3,5,7,CAN,0-20k,35-45,32,0
63,PhD,Single,79761,0,1,415,5,124,15,35,11,ZAF,60k-80k,55-65,605,2
70,PhD,Married,53312,0,0,241,0,12,0,0,25,RUS,40k-60k,65+,278,1
39,2n Cycle,Together,41039,0,0,34,11,137,179,61,45,USA,40k-60k,35-45,467,1
60,Graduation,Together,88347,0,0,1050,178,555,77,138,118,RUS,80k-100k,55-65,2116,2
38,PhD,Married,50150,0,0,135,46,92,65,61,11,CAN,40k-60k,35-45,410,1
38,PhD,Married,50150,0,0,135,46,92,65,61,11,RUS,40k-60k,35-45,410,1
50,Graduation,Single,10245,1,0,4,7,7,6,4,13,RUS,0-20k,45-55,41,0
36,PhD,Married,33454,1,0,76,10,56,3,1,23,USA,20k-40k,35-45,169,0
69,Graduation,Single,40887,1,1,50,4,44,10,10,43,RUS,40k-60k,65+,161,1
46,Graduation,Together,55914,0,1,384,60,364,119,101,232,USA,40k-60k,45-55,1260,3
38,Graduation,Together,37292,1,0,275,0,86,10,23,66,RUS,20k-40k,35-45,460,1
50,Graduation,Married,52914,0,1,254,10,44,30,10,227,CAN,40k-60k,45-55,575,1
49,2n Cycle,Married,24884,1,0,3,6,7,0,0,3,RUS,20k-40k,45-55,19,0
51,Graduation,Single,67384,0,1,957,40,175,158,53,107,RUS,60k-80k,45-55,1490,3
61,Graduation,Married,51651,0,1,293,6,23,13,6,92,AUS,40k-60k,55-65,433,1
41,Graduation,Married,82497,0,0,777,129,573,216,21,203,ZAF,80k-100k,35-45,1919,2
58,2n Cycle,Married,32632,0,0,63,151,137,153,19,53,RUS,20k-40k,55-65,576,0
58,Master,Married,33562,1,2,21,12,12,0,3,3,IND,20k-40k,55-65,51,0
54,Graduation,Single,79146,1,1,245,16,223,21,43,16,DEU,60k-80k,45-55,564,2
54,Graduation,Single,79146,1,1,245,16,223,21,43,16,RUS,60k-80k,45-55,564,2
40,Master,Single,36143,1,0,12,0,1,0,0,6,RUS,20k-40k,35-45,19,1
48,Master,Married,27159,1,1,17,0,3,0,0,1,RUS,20k-40k,45-55,21,0
61,Master,Together,41275,1,2,24,4,22,0,2,9,CAN,40k-60k,55-65,61,1
56,2n Cycle,Married,76800,0,0,173,26,255,35,71,81,IND,60k-80k,55-65,641,2
34,Graduation,Married,75794,0,0,754,160,625,63,32,48,ZAF,60k-80k,25-35,1682,2
70,Graduation,Married,30833,1,1,11,0,7,3,1,6,RUS,20k-40k,65+,28,0
72,PhD,Single,26518,1,1,20,1,28,3,3,2,USA,20k-40k,65+,57,0
40,Graduation,Single,91065,0,0,822,114,108,179,137,114,RUS,80k-100k,35-45,1474,2
59,Master,Single,45183,0,0,219,3,60,12,9,12,CAN,40k-60k,55-65,315,1
71,Graduation,Together,48070,0,1,373,14,83,6,9,19,RUS,40k-60k,65+,504,1
50,Graduation,Widow,30372,1,1,15,0,12,7,3,7,RUS,20k-40k,45-55,44,0
50,Graduation,Widow,30372,1,1,15,0,12,7,3,7,RUS,20k-40k,45-55,44,0
46,2n Cycle,Married,57036,0,1,1171,43,219,19,14,47,IND,40k-60k,45-55,1513,3
51,Graduation,Widow,66731,0,1,371,159,194,58,106,141,RUS,60k-80k,45-55,1029,3
51,PhD,Divorced,35682,1,0,23,0,8,6,2,18,AUS,20k-40k,45-55,57,1
32,Master,Divorced,10979,0,0,8,4,10,2,2,4,AUS,0-20k,25-35,30,0
32,Master,Divorced,10979,0,0,8,4,10,2,2,4,RUS,0-20k,25-35,30,0
56,PhD,Divorced,57912,0,1,801,0,80,0,0,35,ZAF,40k-60k,55-65,916,3
49,Graduation,Married,36026,2,1,20,4,10,6,4,17,AUS,20k-40k,45-55,61,1
50,Graduation,Married,35788,1,1,23,2,11,3,1,4,CAN,20k-40k,45-55,44,1
62,Graduation,Married,42243,1,1,48,0,2,0,0,5,ZAF,40k-60k,55-65,55,1
65,Graduation,Divorced,46086,0,1,244,8,32,7,2,50,RUS,40k-60k,55-65,343,1
43,Master,Together,61346,1,0,562,58,168,43,16,142,IND,60k-80k,35-45,989,3
50,Master,Single,33316,1,1,79,1,31,4,4,12,USA,20k-40k,45-55,131,0
50,Master,Single,33316,1,1,79,1,31,4,4,12,RUS,20k-40k,45-55,131,0
34,Basic,Single,21063,1,0,1,10,11,19,3,15,RUS,20k-40k,25-35,59,0
51,Graduation,Single,33697,1,0,4,3,7,0,3,11,DEU,20k-40k,45-55,28,0
43,2n Cycle,Married,25804,1,0,8,7,9,13,6,12,CAN,20k-40k,35-45,55,0
44,Graduation,Married,72117,0,1,707,20,171,65,60,50,RUS,60k-80k,35-45,1073,3
55,Graduation,Married,61286,0,1,356,0,107,19,9,117,IND,60k-80k,45-55,608,3
55,Graduation,Married,61286,0,1,356,0,107,19,9,117,DEU,60k-80k,45-55,608,3
63,Graduation,Together,65196,0,2,743,19,181,12,0,200,RUS,60k-80k,55-65,1155,3
50,Graduation,Divorced,55635,0,1,235,65,164,50,49,27,USA,40k-60k,45-55,590,3
40,Master,Together,42021,1,0,393,5,136,7,5,27,RUS,40k-60k,35-45,573,1
49,Master,Married,75251,0,0,721,111,925,97,18,18,DEU,60k-80k,45-55,1890,2
53,Graduation,Together,35322,1,2,28,9,37,12,7,13,RUS,20k-40k,45-55,106,1
52,PhD,Together,53374,0,1,896,10,101,13,10,34,CAN,40k-60k,45-55,1064,1
62,Graduation,Married,87195,0,0,217,76,690,50,26,38,CAN,80k-100k,55-65,1097,2
40,2n Cycle,Single,42395,1,1,48,13,57,24,15,25,IND,40k-60k,35-45,182,1
55,Graduation,Together,82427,0,0,482,147,509,104,107,107,RUS,80k-100k,45-55,1456,2
52,Master,Together,44602,1,1,167,2,89,0,0,34,IND,40k-60k,45-55,292,1
70,Graduation,Married,94642,0,0,879,143,797,106,143,143,RUS,80k-100k,65+,2211,2
38,Graduation,Together,28359,1,0,6,0,5,2,1,2,ZAF,20k-40k,35-45,16,0
46,Graduation,Single,55801,1,1,367,4,51,6,4,95,USA,40k-60k,45-55,527,3
48,Graduation,Married,92955,0,0,693,21,925,31,24,84,ZAF,80k-100k,45-55,1778,2
53,Graduation,Together,56534,0,1,691,7,61,10,0,46,RUS,40k-60k,45-55,815,3
59,Graduation,Single,69627,0,1,231,161,215,171,30,53,USA,60k-80k,55-65,861,3
51,Master,Divorced,78579,0,0,816,66,549,216,66,99,RUS,60k-80k,45-55,1812,2
41,Graduation,Together,44964,1,1,19,1,17,2,0,2,AUS,40k-60k,35-45,41,1
47,PhD,Single,30899,1,0,24,0,8,0,0,1,ZAF,20k-40k,45-55,33,0
57,PhD,Divorced,78825,0,0,483,74,114,169,37,18,RUS,60k-80k,55-65,895,2
34,Graduation,Married,25545,1,0,32,1,64,16,12,85,RUS,20k-40k,25-35,210,0
50,PhD,Widow,47111,0,1,595,71,153,120,112,41,ZAF,40k-60k,45-55,1092,1
66,PhD,Single,49667,0,0,1181,26,120,17,13,39,CAN,40k-60k,65+,1396,1
74,Master,Together,66000,0,0,244,51,270,101,0,45,RUS,60k-80k,65+,711,3
57,PhD,Together,46910,1,1,48,0,14,0,0,6,RUS,40k-60k,55-65,68,1
49,Basic,Married,25224,1,0,4,9,12,11,2,8,CAN,20k-40k,45-55,46,0
53,Graduation,Together,77382,0,1,491,48,231,112,105,134,RUS,60k-80k,45-55,1121,2
54,PhD,Divorced,28420,1,0,4,2,5,2,0,0,RUS,20k-40k,45-55,13,0
44,Graduation,Divorced,32952,1,0,38,0,12,3,1,1,CAN,20k-40k,35-45,55,0
46,Graduation,Married,46149,0,1,254,6,71,4,0,27,RUS,40k-60k,45-55,362,1
32,PhD,Together,83532,0,0,755,144,562,104,64,224,RUS,80k-100k,25-35,1853,2
74,PhD,Together,73059,0,1,410,112,420,0,82,71,RUS,60k-80k,65+,1095,3
74,PhD,Together,73059,0,1,410,112,420,0,82,71,ZAF,60k-80k,65+,1095,3
62,Graduation,Married,35701,0,0,21,1,9,7,3,5,RUS,20k-40k,55-65,46,1
38,Master,Single,89616,0,0,671,47,655,145,111,15,CAN,80k-100k,35-45,1644,2
51,Graduation,Together,105471,0,0,1009,181,104,202,21,207,RUS,100k-200k,45-55,1724,2
73,Master,Widow,78427,0,0,972,19,595,180,26,138,DEU,60k-80k,65+,1930,2
35,Graduation,Married,22518,1,0,11,7,12,2,2,27,RUS,20k-40k,25-35,61,0
45,Graduation,Married,59809,0,2,598,16,141,32,41,49,CAN,40k-60k,35-45,877,3
39,Graduation,Single,39660,1,0,139,13,78,20,13,36,RUS,20k-40k,35-45,299,1
71,2n Cycle,Together,52203,0,0,488,21,238,56,108,28,USA,40k-60k,65+,939,1
48,PhD,Divorced,35860,1,1,15,0,8,4,2,20,RUS,20k-40k,45-55,49,1
48,PhD,Divorced,35860,1,1,15,0,8,4,2,20,RUS,20k-40k,45-55,49,1
48,PhD,Divorced,35860,1,1,15,0,8,4,2,20,ZAF,20k-40k,45-55,49,1
71,PhD,Widow,76842,0,0,605,10,345,84,54,32,RUS,60k-80k,65+,1130,2
70,Graduation,Single,15033,0,0,0,4,5,6,0,4,ZAF,0-20k,65+,19,0
51,PhD,Married,67353,0,1,702,17,151,0,8,35,AUS,60k-80k,45-55,913,3
46,2n Cycle,Married,17003,1,0,2,5,12,4,8,7,DEU,0-20k,45-55,38,0
56,Master,Together,65735,1,1,239,7,119,4,15,11,RUS,60k-80k,55-65,395,3
50,Graduation,Widow,45684,1,0,5,1,5,10,0,7,ZAF,40k-60k,45-55,28,1
52,Graduation,Together,21918,1,0,1,6,7,11,5,3,CAN,20k-40k,45-55,33,0
43,Graduation,Married,51267,1,1,183,2,64,7,2,12,CAN,40k-60k,35-45,270,1
49,Graduation,Together,59868,0,1,771,51,154,54,10,154,RUS,40k-60k,45-55,1194,3
30,Graduation,Married,51373,0,0,83,2,101,64,26,117,RUS,40k-60k,25-35,393,1
63,Master,Together,46692,0,1,170,6,97,24,12,88,RUS,40k-60k,55-65,397,1
50,Master,Together,157733,1,0,39,1,9,2,0,8,RUS,100k-200k,45-55,59,2
71,PhD,Married,54432,2,1,33,0,5,0,0,0,RUS,40k-60k,65+,38,3
37,Graduation,Single,79607,0,0,450,133,951,173,0,216,CAN,60k-80k,35-45,1923,2
49,Graduation,Divorced,51813,1,1,51,2,7,0,1,2,CAN,40k-60k,45-55,63,1
32,Basic,Married,17487,1,0,0,0,1,7,4,6,AUS,0-20k,25-35,18,0
53,PhD,Together,40706,2,1,59,0,11,4,2,5,ZAF,40k-60k,45-55,81,1
62,PhD,Divorced,62859,0,1,1063,89,102,16,12,25,RUS,60k-80k,55-65,1307,3
63,Graduation,Married,61074,0,1,789,0,133,0,28,152,ZAF,60k-80k,55-65,1102,3
52,Graduation,Widow,43638,0,1,63,10,83,7,19,19,RUS,40k-60k,45-55,201,1
65,Graduation,Married,58116,0,1,228,19,130,4,11,51,RUS,40k-60k,55-65,443,3
52,PhD,Widow,62187,0,1,512,0,83,0,0,41,RUS,60k-80k,45-55,636,3
67,Graduation,Single,46344,1,1,11,1,6,2,1,6,USA,40k-60k,65+,27,1
41,Graduation,Married,77353,0,1,275,59,107,69,101,59,RUS,60k-80k,35-45,670,2
55,PhD,Single,69759,0,0,452,20,514,13,30,0,RUS,60k-80k,45-55,1029,3
35,Graduation,Divorced,21846,1,0,7,17,18,6,10,26,ZAF,20k-40k,25-35,84,0
46,Graduation,Together,76532,1,1,355,30,177,90,138,30,RUS,60k-80k,45-55,820,2
56,Master,Married,70053,0,1,512,53,98,81,179,89,RUS,60k-80k,55-65,1012,3
63,2n Cycle,Single,75342,0,1,204,97,97,21,118,26,RUS,60k-80k,55-65,563,2
39,Master,Together,27590,1,0,6,0,5,0,0,1,RUS,20k-40k,35-45,12,0
48,Graduation,Married,51148,1,1,235,6,45,8,9,12,IND,40k-60k,45-55,315,1
58,Graduation,Divorced,33378,1,1,33,6,40,3,7,10,ZAF,20k-40k,55-65,99,0
48,PhD,Married,32644,1,0,239,3,141,0,7,23,RUS,20k-40k,45-55,413,0
52,PhD,Married,33581,2,0,11,0,5,0,0,1,RUS,20k-40k,45-55,17,0
43,2n Cycle,Married,12393,0,0,5,6,15,11,7,13,ZAF,0-20k,35-45,57,0
37,PhD,Single,42710,1,0,252,3,42,4,3,102,RUS,40k-60k,35-45,406,1
64,2n Cycle,Married,82347,0,0,556,54,845,202,133,63,IND,80k-100k,55-65,1853,2
64,2n Cycle,Married,82347,0,0,556,54,845,202,133,63,CAN,80k-100k,55-65,1853,2
66,PhD,Married,22554,1,1,27,0,10,0,0,4,RUS,20k-40k,65+,41,0
34,Graduation,Married,17323,0,0,3,14,17,6,1,5,USA,0-20k,25-35,46,0
61,Graduation,Divorced,62204,0,2,317,46,247,151,46,139,RUS,60k-80k,55-65,946,3
65,PhD,Widow,78028,0,1,158,19,288,25,0,38,RUS,60k-80k,55-65,528,2
59,Graduation,Divorced,63887,0,1,897,23,207,15,11,92,ZAF,60k-80k,55-65,1245,3
56,PhD,Together,32727,0,0,167,13,180,86,13,70,CAN,20k-40k,55-65,529,0
36,Graduation,Together,29103,1,0,16,0,17,6,3,6,RUS,20k-40k,35-45,48,0
56,Graduation,Married,61482,0,0,48,58,68,16,66,43,ZAF,60k-80k,55-65,299,3
